Company_Name,Country,Sector,Overall_Rating,Overall_Score,Environmental_Score,Social_Score,Governance_Score
BRIXMOR PROPERTY GROUP INC,US,Real Estate Management & Services,A,5.8,,3.1,6.4
BROADMARK REALTY CAPITAL INC,US,Asset Management & Custody Banks,B,1.5,6.7,0.4,6.2
"BROADSTONE NET LEASE, INC",US,Real Estate Management & Services,B,2.4,2.6,2.1,6.5
BROOKDALE SENIOR LIVING INC,US,Health Care Providers & Services,A,6.5,,5.0,5.9
BROOKFIELD INFRASTRUCTURE CORPORATION,US,Utilities,A,6.7,5.9,6.5,5.8
"BROTHER INDUSTRIES, LTD",JP,"Technology Hardware, Storage & Peripherals",A,5.8,,5.3,4.4
"BRP GROUP, INC",US,Multi-Line Insurance & Brokerage,B,2.6,5.4,3.2,4.7
"BSB CAPITAL TRUST I, LLC",US,Banks,A,5.8,,4.6,4.4
BTRS Holdings Inc,US,Software & Services,A,6.9,,5.1,6.1
"BURLINGTON NORTHERN SANTA FE, LLC",US,Road & Rail Transport,B,2.6,3.1,3.2,3.4
BURLINGTON RESOURCES LLC,US,Oil & Gas Exploration & Production,A,6.0,4.0,6.4,4.2
BYD COMPANY LIMITED,CN,Automobiles,A,6.0,7.8,3.5,4.0
"Banco do Brasil SA, New York Branch",US,Banks,A,7.0,6.1,5.6,3.2
Bank Ozk,US,Banks,A,7.0,,4.8,6.2
Bank of India (New York Branch),US,Banks,B,2.2,0.0,4.4,1.8
"Bank of Jiangsu Co, Ltd",CN,Banks,B,1.7,3.0,3.6,3.8
Barclays Bank PLC (New York Branch),US,Banks,A,7.1,,4.1,6.0
Base Inc,JP,Software & Services,B,2.1,7.0,2.8,3.2
Bayerische Landesbank (New York Branch),US,Banks,A,6.5,6.7,4.9,5.4
"Beijing Automotive Group Co, Ltd",CN,Automobiles,B,1.7,,1.5,1.8
"Beijing BDStar Navigation Co, Ltd",CN,"Technology Hardware, Storage & Peripherals",B,2.4,3.1,3.8,3.2
"Beijing Enlight Media Co, Ltd",CN,Media & Entertainment,B,1.7,6.9,3.6,2.3
"Beijing Originwater Technology Co, Ltd",CN,Commercial Services & Supplies,B,1.6,4.6,4.8,1.8
Beijing United Information Technology Co Ltd,CN,Trading Companies & Distributors,B,1.7,3.7,5.1,2.6
Beijing Yuanliu Hongyuan Electronic Technology Co Ltd,CN,"Electronic Equipment, Instruments & Components",B,2.6,3.2,3.2,4.2
Betta Pharmaceuticals Co Ltd,CN,Pharmaceuticals,B,2.8,3.0,4.1,2.9
Billcom Holdings Inc,US,Software & Services,A,6.7,4.9,4.9,5.7
"Binex Co, Ltd",KR,Pharmaceuticals,B,1.5,0.9,4.3,1.0
Bioatla Inc,US,Biotechnology,A,6.2,7.1,4.7,5.4
Biohaven Pharmaceutical Holding Company Ltd,US,Biotechnology,B,2.4,3.2,4.3,4.2
Blackstone Inc,US,Asset Management & Custody Banks,B,1.7,8.3,5.1,3.1
Bloomage Biotechnology Corp Ltd,CN,Biotechnology,B,2.4,5.7,4.4,3.1
Blueprint Medicines Corp,US,Biotechnology,B,1.7,5.1,3.2,4.3
Bolt Biotherapeutics Inc,US,Biotechnology,A,6.2,7.3,4.5,5.5
Brightcove Inc,US,Software & Services,A,6.2,4.6,3.6,6.7
Brightspire Capital Inc,US,Asset Management & Custody Banks,B,1.5,6.7,2.1,5.9
"Broadleaf Co, Ltd",JP,Software & Services,A,6.0,6.1,4.1,6.0
Brookfield Office Properties Inc,US,Real Estate Management & Services,A,6.6,,6.6,6.0
Bumble Inc,US,Interactive Media & Services,B,1.6,,1.6,4.0
Burning Rock Biotech Ltd,CN,Biotechnology,B,2.1,4.2,4.2,3.9
"C&S Paper Co,Ltd",CN,Household & Personal Products,B,2.0,3.4,3.2,3.2
"CABLE ONE, INC",US,Media & Entertainment,A,7.1,8.0,5.4,4.3
"CAFCO, LLC",US,Banks,A,7.0,,3.9,5.0
CALLAWAY GOLF COMPANY,US,Leisure Products,A,5.8,0.6,5.1,6.3
CALPINE COGENERATION CORPORATION,US,Utilities,B,2.7,3.8,5.7,4.0
"CALPINE CONSTRUCTION FINANCE COMPANY, LP",US,Utilities,B,2.7,3.8,5.7,4.0
CALPINE CORPORATION,US,Utilities,B,2.7,3.8,5.7,4.0
"CALPINE GENERATING COMPANY, LLC",US,Utilities,B,2.7,,5.7,4.0
CALPINE POWER COMPANY,US,Utilities,B,2.7,3.8,5.7,4.0
"CALPINE STEAMBOAT HOLDINGS, LLC",US,Utilities,B,2.7,3.8,5.7,4.0
"CALUMET SPECIALTY PRODUCTS PARTNERS, LP",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.3,2.0,5.8,4.6
"CAMERON LNG, LLC",US,Utilities,A,7.0,6.9,6.2,5.9
"CAPCOM CO, LTD",JP,Media & Entertainment,A,6.3,8.7,4.9,5.4
CAPITAL AUTOMOTIVE LP,US,Real Estate Management & Services,A,6.6,5.7,6.6,6.0
"CAPITAL CITY BANK GROUP, INC",US,Banks,B,2.7,,3.4,4.7
"CARDINAL HEALTH, INC",US,Health Care Providers & Services,A,7.0,10.0,5.3,5.5
"CARDLYTICS, INC",US,Media & Entertainment,A,6.9,6.7,4.8,6.3
"CAREDX, INC",US,Biotechnology,B,1.7,2.8,4.2,5.2
"CAREISMATIC BRANDS, INC",US,Asset Management & Custody Banks,A,6.5,9.0,5.4,5.0
"CARETRUST REIT, INC",US,Real Estate Management & Services,B,2.1,3.4,3.0,5.8
"CARGILL, INCORPORATED",US,Food Products,A,5.9,6.9,4.1,1.9
"CARGO AIRCRAFT MANAGEMENT, INC",US,Air Freight & Logistics,B,2.7,5.8,3.8,5.6
CARLISLE COMPANIES INCORPORATED,US,Building Products,A,5.8,2.6,5.7,5.5
CARLSBAD ENERGY HOLDINGS LLC,US,Utilities,A,7.0,,3.9,5.3
"CARPARTSCOM, INC",US,Retail - Consumer Discretionary,B,2.4,0.7,2.1,5.9
CARPENTER TECHNOLOGY CORPORATION,US,Steel,B,1.6,0.8,4.6,4.9
CARRAWAY APARTMENTS LLC,US,Real Estate Development & Diversified Activities,B,2.7,3.9,1.7,4.7
"CARROLS RESTAURANT GROUP, INC",US,Restaurants,B,1.8,1.5,3.5,4.8
"CARTERS, INC",US,"Textiles, Apparel & Luxury Goods",A,6.0,1.5,5.2,6.1
CARVANA CO,US,Retail - Consumer Discretionary,B,2.4,2.1,2.9,5.1
CARVILLE ENERGY LLC,US,Utilities,B,2.7,3.8,5.7,4.0
"CASA SYSTEMS, INC",US,"Technology Hardware, Storage & Peripherals",B,2.1,2.8,3.0,4.3
"CASSAVA SCIENCES, INC",US,Pharmaceuticals,A,5.9,6.1,6.0,1.2
"CATALENT PHARMA SOLUTIONS, INC",US,Pharmaceuticals,A,6.7,5.3,4.2,6.6
"CATALENT, INC",US,Pharmaceuticals,A,6.7,5.3,4.2,6.6
CATERPILLAR FINANCIAL SERVICES CORPORATION,US,Consumer Finance,A,6.9,5.6,6.8,4.2
CATERPILLAR INC,US,Construction & Farm Machinery & Heavy Trucks,A,6.9,5.6,6.8,4.2
"CBIZ, INC",US,Professional Services,B,2.7,,7.7,5.7
CC HOLDINGS GS V LLC,US,Telecommunication Services,A,6.8,8.2,6.7,5.0
"CCB Financial Asset Investment Co, Ltd",CN,Banks,A,7.0,5.4,4.9,5.4
"CCB Financial Leasing Co, Ltd",CN,Banks,A,7.0,5.4,4.9,5.4
"CCB Life Insurance Co, Ltd",CN,Banks,A,7.0,,4.9,5.4
CCBL (CAYMAN) 1 CORPORATION LIMITED,CN,Banks,A,7.0,5.4,4.9,5.4
"CCH I HOLDINGS, LLC",US,Media & Entertainment,B,2.3,,3.7,3.3
"CCO HOLDINGS, LLC",US,Telecommunication Services,B,2.3,8.0,3.7,3.3
CELANESE CORPORATION,US,Specialty Chemicals,A,5.9,4.4,3.3,7.1
CELANESE US HOLDINGS LLC,US,Commodity Chemicals,A,5.9,,3.3,7.1
"CELLDEX THERAPEUTICS, INC",US,Biotechnology,B,1.7,4.5,3.7,4.2
"CENTURI GROUP, INC",US,Utilities,A,6.5,,6.0,4.9
"CENTURY COMMUNITIES, INC",US,Real Estate Development & Diversified Activities,A,6.4,5.1,5.2,6.6
CERENCE INC,US,Software & Services,A,6.2,4.5,4.6,6.8
CERIDIAN HCM HOLDING INC,US,Software & Services,A,6.4,4.5,5.9,4.0
CERUS CORPORATION,US,Health Care Equipment & Supplies,A,7.1,6.3,6.8,5.2
"CEVA, INC",US,Semiconductors & Semiconductor Equipment,B,2.1,6.0,2.9,3.8
"CHA Healthcare Co,Ltd",KR,Health Care Providers & Services,B,1.6,5.3,4.6,1.5
CHAMPIONX CORPORATION,US,Energy Equipment & Services,A,6.2,6.6,7.6,6.0
"CHANGE HEALTHCARE HOLDINGS, INC",US,Health Care Equipment & Supplies,B,2.1,6.7,3.2,5.5
CHANGE HEALTHCARE INC,US,Health Care Equipment & Supplies,B,2.1,6.7,3.2,5.5
CHANGE Inc,JP,Software & Services,B,1.9,4.3,3.1,2.6
"CHARTA, LLC",US,Banks,A,7.0,8.7,3.9,5.0
"CHARTER COMMUNICATIONS HOLDINGS, LLC",US,Media & Entertainment,B,2.3,8.0,3.7,3.3
"CHARTER COMMUNICATIONS OPERATING, LLC",US,Telecommunication Services,B,2.3,,3.7,3.3
"CHARTER COMMUNICATIONS, INC",US,Media & Entertainment,B,2.3,,3.7,3.3
"CHASE INDUSTRIES, INC",US,Commodity Chemicals,B,2.2,1.6,3.7,6.3
CHATHAM LODGING TRUST,US,Real Estate Management & Services,B,1.8,3.8,4.5,4.1
"CHENIERE CORPUS CHRISTI HOLDINGS, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,7.0,4.4,6.8,5.7
"CHENIERE ENERGY, INC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,7.0,4.4,6.8,5.7
CHESAPEAKE ENERGY CORPORATION,US,Oil & Gas Exploration & Production,B,2.3,1.5,3.7,5.3
"CHEWY, INC",US,Retail - Consumer Discretionary,B,2.7,,3.7,4.0
CHIMERA INVESTMENT CORPORATION,US,Asset Management & Custody Banks,B,2.8,6.7,2.1,5.7
"CHIMERIX, INC",US,Biotechnology,A,6.6,6.7,4.6,5.2
"CHINA CINDA ASSET MANAGEMENT CO, LTD",CN,Asset Management & Custody Banks,B,2.1,9.0,2.7,3.7
CHINA CONSTRUCTION BANK CORPORATION,CN,Banks,A,7.0,5.4,4.9,5.4
CHINA CONSTRUCTION BANK CORPORATION TOKYO BRANCH,JP,Banks,A,7.0,,4.9,5.4
CHINA CONSTRUCTION EIGHTH ENGINEERING DIVISION CORP LTD,CN,Construction & Engineering,B,1.7,5.0,2.2,2.2
CHINA CONSTRUCTION FOURTH ENGINEERING DIVISION CORP LTD,CN,Construction & Engineering,B,1.7,5.0,2.2,2.2
CHINA CONSTRUCTION SCIENCE AND INDUSTRY CORPORATION LTD,CN,Construction & Engineering,B,1.7,,2.2,2.2
CHINA CONSTRUCTION SECOND ENGINEERING BUREAU LTD,CN,Construction & Engineering,B,1.7,5.0,2.2,2.2
CHINA DEVELOPMENT BANK,CN,Supranationals & Development Banks,B,1.5,0.0,5.9,2.8
"CHINA GREAT WALL SECURITIES CO, LTD",CN,Investment Banking & Brokerage,B,1.7,,2.1,2.5
CHINA HONGQIAO GROUP LIMITED,CN,Metals and Mining - Non-Precious Metals,B,1.9,0.8,2.9,4.1
"CHINA HUARONG FINANCIAL LEASING CO, LTD",CN,Asset Management & Custody Banks,B,2.6,8.0,3.5,2.2
CHINA LESSO GROUP HOLDINGS LIMITED,CN,Building Products,A,7.1,6.6,5.1,5.0
CHINA LONGYUAN POWER GROUP CORPORATION LIMITED,CN,Utilities,A,6.3,8.9,6.9,2.8
CHINA MEIDONG AUTO HOLDINGS LIMITED,CN,Retail - Consumer Discretionary,B,2.4,1.5,2.9,5.2
CHINA PETROCHEMICAL CORPORATION,CN,Integrated Oil & Gas,A,6.9,5.7,8.3,3.9
"CHINA RAILWAY 11TH BUREAU GROUP CO, LTD",CN,Construction & Engineering,B,2.3,4.9,2.2,3.1
"CHINA RAILWAY 16TH BUREAU GROUP CO, LTD",CN,Construction & Engineering,B,2.3,4.9,2.2,3.1
"CHINA RAILWAY TUNNEL GROUP CO, LTD",CN,Construction & Engineering,B,1.9,,2.5,2.6
"CHINA RAILWAY XUNJIE CO, LIMITED",CN,Construction & Engineering,B,1.9,,2.5,2.6
CHINA SCE GROUP HOLDINGS LIMITED,CN,Real Estate Development & Diversified Activities,B,2.5,3.4,2.8,3.3
"CHINA TIESIJU CIVIL ENGINEERING GROUP CO, LTD",CN,Construction & Engineering,B,1.9,4.1,2.5,2.6
"CHINA XD ELECTRIC CO, LTD",CN,Electrical Equipment,B,1.9,5.6,4.5,3.0
CHINA YUHUA EDUCATION CORPORATION LIMITED,CN,Diversified Consumer Services,B,1.7,,3.0,4.4
"CHOCTAW GENERATION LIMITED PARTNERSHIP, LLLP",US,Utilities,A,6.9,7.3,5.7,4.0
CHUBB INA HOLDINGS INC,US,Property & Casualty Insurance,A,6.7,,4.7,5.2
"CHURCH & DWIGHT CO, INC",US,Household & Personal Products,A,7.1,7.1,2.8,6.1
"CHUYS HOLDINGS, INC",US,Restaurants,B,2.1,1.6,3.2,5.7
CIELO USA INC,US,Software & Services,A,6.9,9.8,5.2,4.9
CIENA CORPORATION,US,"Technology Hardware, Storage & Peripherals",A,6.1,3.1,4.9,5.0
"CIESCO, LLC",US,Banks,A,7.0,8.7,3.9,5.0
CIGNA CORPORATION,US,Health Care Providers & Services,A,6.3,10.0,4.4,6.2
CIGNA HOLDING COMPANY,US,Health Care Providers & Services,A,6.3,10.0,4.4,6.2
"CINDA FINANCIAL LEASING CO, LTD",CN,Asset Management & Custody Banks,B,2.1,9.0,2.7,3.7
CINDA SECURITIES COMPANY LIMITED,CN,Asset Management & Custody Banks,B,2.1,9.0,2.7,3.7
"CIT BANK, NATIONAL ASSOCIATION",US,Banks,B,2.1,0.6,3.2,4.7
CITIBANK NATIONAL ASSOCIATION,US,Banks,A,7.0,8.7,3.9,5.0
CITIFINANCIAL CREDIT COMPANY,US,Banks,A,7.0,8.7,3.9,5.0
CITIGROUP CAPITAL III,US,Banks,A,7.0,8.7,3.9,5.0
CITIGROUP CAPITAL XIII,US,Banks,A,7.0,8.7,3.9,5.0
CITIGROUP CAPITAL XVIII,US,Banks,A,7.0,8.7,3.9,5.0
CITIGROUP GLOBAL MARKETS HOLDINGS INC,US,Diversified Financials,A,7.0,8.7,3.9,5.0
CITIGROUP GLOBAL MARKETS INC,US,Diversified Financials,A,7.0,8.7,3.9,5.0
CITIGROUP INC,US,Banks,A,7.0,8.7,3.9,5.0
"CITRIX SYSTEMS, INC",US,Software & Services,A,6.9,,5.1,4.7
CJ CheilJedang Corporation,KR,Food Products,A,6.5,4.7,5.3,4.2
"CLEARWAY ENERGY, INC",US,Utilities,A,7.0,7.4,3.9,5.3
"CLOVIS ONCOLOGY, INC",US,Biotechnology,B,2.1,4.4,3.1,5.4
"CMB Financial Leasing Co, Ltd",CN,Banks,A,6.8,4.9,4.4,5.7
CME GROUP INC,US,Diversified Financials,A,6.5,8.0,4.2,4.7
"CMG Pharmaceutical Co, Ltd",KR,Pharmaceuticals,B,1.8,1.8,3.5,3.2
CNA FINANCIAL CORPORATION,US,Property & Casualty Insurance,B,1.7,4.0,3.4,3.3
"CNO FINANCIAL GROUP, INC",US,Life & Health Insurance,A,7.0,7.4,4.5,6.0
CNX MIDSTREAM PARTNERS LP,US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,1.6,,4.5,2.6
"COCA-COLA CONSOLIDATED, INC",US,Beverages,B,1.6,2.3,4.6,2.9
"COEUR MINING, INC",US,Metals and Mining - Precious Metals,A,6.2,2.1,7.1,5.5
"COFCO Commercial Property Investment Co,Ltd",CN,Real Estate Development & Diversified Activities,B,2.5,4.9,2.3,2.1
"COFCO SUGAR HOLDING CO, LTD",CN,Food Products,B,2.4,2.4,5.4,3.3
"COGENT COMMUNICATIONS GROUP, INC",US,Telecommunication Services,A,6.6,,5.5,4.9
"COGENT COMMUNICATIONS HOLDINGS, INC",US,Telecommunication Services,A,6.6,7.9,5.5,4.9
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,US,Software & Services,A,6.2,5.7,4.3,5.5
"COHU, INC",US,Semiconductors & Semiconductor Equipment,B,2.4,3.9,3.4,5.4
"COLOWIDE CO,LTD",JP,Restaurants,B,1.45,0.7,4.6,3.0
COLUMBIA SPORTSWEAR COMPANY,US,"Textiles, Apparel & Luxury Goods",A,7.0,5.0,5.6,4.8
COLUMBUS MCKINNON CORPORATION,US,Industrial Machinery,A,6.0,4.0,4.5,6.1
"COMARK, INC",US,"Electronic Equipment, Instruments & Components",A,6.8,2.8,4.4,6.3
COMED FINANCING III,US,Utilities,A,6.8,8.5,5.1,5.4
COMMERCIAL METALS COMPANY,US,Steel,A,6.8,4.7,5.0,6.2
COMMONWEALTH EDISON COMPANY,US,Utilities,A,6.8,,5.1,5.4
COMMUNITY HEALTHCARE TRUST INCORPORATED,US,Real Estate Management & Services,B,2.6,4.5,0.5,6.7
"COMPASS MINERALS INTERNATIONAL, INC",US,Metals and Mining - Non-Precious Metals,A,7.1,4.4,6.1,5.3
"COMSTOCK RESOURCES, INC",US,Oil & Gas Exploration & Production,B,1.5,2.0,3.5,3.3
COMSYS Holdings Corporation,JP,Construction & Engineering,A,6.3,5.9,5.0,3.9
COMTECH TELECOMMUNICATIONS CORP,US,"Technology Hardware, Storage & Peripherals",B,1.8,2.4,3.4,4.5
CONCENTRA INC,US,Health Care Providers & Services,A,6.0,5.3,5.1,5.1
CONCENTRIX CORPORATION,US,Software & Services,A,6.4,7.0,3.6,6.9
CONCHO RESOURCES INC,US,Oil & Gas Exploration & Production,A,6.0,4.0,6.4,4.2
CONMED CORPORATION,US,Health Care Equipment & Supplies,A,6.6,7.7,6.6,4.3
CONOCO FUNDING COMPANY,US,Integrated Oil & Gas,A,6.0,4.0,6.4,4.2
CONOCOPHILLIPS,US,Oil & Gas Exploration & Production,A,6.0,4.0,6.4,4.2
CONOCOPHILLIPS COMPANY,US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.0,,6.4,4.2
CONSECO FINANCING TRUST I,US,Life & Health Insurance,A,7.0,7.4,4.5,6.0
CONSECO FINANCING TRUST II,US,Life & Health Insurance,A,7.0,7.4,4.5,6.0
CONSECO FINANCING TRUST III,US,Life & Health Insurance,A,7.0,7.4,4.5,6.0
CONSECO FINANCING TRUST V,US,Life & Health Insurance,A,7.0,,4.5,6.0
CONSECO FINANCING TRUST VII,US,Life & Health Insurance,A,7.0,7.4,4.5,6.0
"CONSOLIDATED EDISON COMPANY OF NEW YORK, INC",US,Utilities,A,6.1,5.8,4.9,6.6
CONSOLIDATED RAIL CORPORATION,US,Road & Rail Transport,A,6.4,5.7,4.2,5.4
"CONSTRUCTION PARTNERS, INC",US,Construction & Engineering,B,1.7,3.2,1.8,3.4
"CONTINENTAL AIRLINES HOLDINGS, INC",US,Airlines,B,2.5,3.6,2.6,3.9
"CONTINENTAL RESOURCES, INC",US,Oil & Gas Exploration & Production,B,2.5,1.7,4.9,4.4
CONVERSE INC,US,"Textiles, Apparel & Luxury Goods",A,6.2,8.7,3.8,3.8
COOPER-STANDARD AUTOMOTIVE INC,US,Auto Components,A,7.0,3.4,5.4,5.5
COOPER-STANDARD HOLDINGS INC,US,Auto Components,A,7.0,3.4,5.4,5.5
"COORSTEK, INC",US,Industrial Machinery,A,6.0,5.3,4.5,5.7
"COPART, INC",US,Commercial Services & Supplies,A,6.5,,4.7,6.5
"COPPER MOUNTAIN SOLAR 3, LLC",US,Utilities,A,7.0,6.9,6.2,5.9
"CORNERSTONE BUILDING BRANDS, INC",US,Building Products,A,6.5,,5.1,4.7
CORPORATE OFFICE PROPERTIES TRUST,US,Real Estate Management & Services,A,6.3,,4.6,5.7
"CORPORATE OFFICE PROPERTIES, LP",US,Real Estate Management & Services,A,6.3,,4.6,5.7
CORVEL CORPORATION,US,Health Care Providers & Services,A,7.0,6.7,6.7,3.8
COSCO SHIPPING Development Company Limited,CN,Trading Companies & Distributors,B,1.7,,7.0,2.5
"COSCO SHIPPING Holdings Co, Ltd",CN,Marine Transport,B,2.2,5.7,3.4,2.8
"COSCO SHIPPING LEASING CO, LTD",CN,Trading Companies & Distributors,B,1.7,3.3,7.0,2.5
"COSCO Shipping Energy Transportation Co, Ltd",CN,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.3,4.3,4.5,2.5
"COSMO ADVANCED MATERIALS & TECHNOLOGY CO, LTD",KR,"Electronic Equipment, Instruments & Components",B,1.9,7.3,3.5,2.2
COSMOS Pharmaceutical Corporation,JP,Retail - Food & Staples,B,2.4,3.9,4.0,3.6
"COSTAR GROUP, INC",US,Professional Services,B,2.8,8.0,4.4,4.4
COTY INC,US,Household & Personal Products,B,1.7,3.3,2.2,3.7
COUNTRY GARDEN HOLDINGS COMPANY LIMITED,CN,Real Estate Development & Diversified Activities,B,2.2,6.3,0.5,3.0
COUNTRY GARDEN SERVICES HOLDINGS COMPANY LIMITED,CN,Commercial Services & Supplies,A,5.9,6.3,5.1,6.0
COUPA SOFTWARE INCORPORATED,US,Software & Services,A,6.9,,5.5,4.8
"CRA INTERNATIONAL, INC",US,Professional Services,B,2.6,6.7,2.8,6.1
"CRC FUNDING, LLC",US,Banks,A,7.0,8.7,3.9,5.0
"CRE Logistics REIT, Inc",JP,Real Estate Management & Services,B,2.1,6.2,0.5,3.3
CREDIT ACCEPTANCE CORPORATION,US,Consumer Finance,B,1.7,6.7,4.5,4.3
CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK (NEW YORK BRANCH),US,Banks,A,7.1,7.7,4.6,6.6
"CREDIT SUISSE (USA), INC",US,Investment Banking & Brokerage,A,7.1,,6.2,3.9
CREDIT SUISSE AG (NEW YORK BRANCH),US,Investment Banking & Brokerage,A,7.1,10.0,6.2,3.9
"CROCS, INC",US,"Textiles, Apparel & Luxury Goods",A,6.2,3.0,4.6,6.4
CROWLEY BLUE WATER PARTNERS LLC,US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.0,5.0,5.1,5.8
CROWN CASTLE INTERNATIONAL CORP,US,Telecommunication Services,A,6.8,8.2,6.7,5.0
CROWN CASTLE TOWERS LLC,US,Telecommunication Services,A,6.8,,6.7,5.0
CS Wind Corporation,KR,Electrical Equipment,B,1.9,6.1,6.2,3.2
"CSCEC Strait Construction and Development Co, Ltd",CN,Construction & Engineering,B,1.7,5.0,2.2,2.2
"CSCEC Xinjiang Construction & Engineering (Group) Co, Ltd",CN,Construction & Engineering,B,1.7,,2.2,2.2
"CSG SYSTEMS INTERNATIONAL, INC",US,Software & Services,A,6.2,6.7,4.0,6.2
"CSL GROUP, INC",US,Real Estate Management & Services,B,1.8,5.1,4.0,3.4
CSPC PHARMACEUTICAL GROUP LIMITED,CN,Pharmaceuticals,A,6.7,,5.4,4.8
CSX Corporation,US,Road & Rail Transport,A,5.9,,3.3,5.6
"CSX Transportation, Inc",US,Road & Rail Transport,A,5.9,5.4,3.3,5.6
CT PREFERRED TRUST II,US,Asset Management & Custody Banks,B,2.8,6.7,4.3,5.2
"CTR PARTNERSHIP, LP",US,Real Estate Management & Services,B,2.1,,3.0,5.8
CTS CORPORATION,US,"Electronic Equipment, Instruments & Components",A,6.8,3.1,4.3,6.0
CUBIST PHARMACEUTICALS LLC,US,Pharmaceuticals,A,6.7,7.1,4.8,5.5
"CURIS, INC",US,Biotechnology,A,6.2,6.4,4.5,5.6
CURO GROUP HOLDINGS CORP,US,Consumer Finance,B,2.7,6.7,3.2,4.8
CURTISS-WRIGHT CORPORATION,US,Aerospace & Defense,A,7.0,2.8,5.0,6.1
"CURVES HOLDINGS Co, Ltd",JP,Hotels & Travel,A,6.6,,5.4,6.0
"CUSHMAN & WAKEFIELD US BORROWER, LLC",US,Real Estate Management & Services,A,6.3,4.6,6.8,6.1
"CVR ENERGY, INC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.1,1.5,7.1,4.9
"CVR REFINING, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.1,,7.1,4.9
CVS HEALTH CORPORATION,US,Health Care Providers & Services,A,5.8,10.0,4.0,5.9
"CYPRUS INVESTMENTS, INC",US,Electrical Equipment,B,1.9,5.3,9.0,1.0
CYRUSONE INC,US,Software & Services,A,6.4,,3.7,7.4
CYRUSONE LP,US,Software & Services,A,6.4,4.7,3.7,7.4
"Caitong Securities Co, Ltd",CN,Investment Banking & Brokerage,B,2.6,3.6,2.1,4.2
CanSino Biologics Inc,CN,Pharmaceuticals,A,6.7,5.6,5.0,5.1
Canon Marketing Japan Inc,JP,"Electronic Equipment, Instruments & Components",A,6.5,,7.8,3.3
"CarMax, Inc",US,Retail - Consumer Discretionary,A,6.6,2.2,5.9,5.8
Carnival Corporation,US,Hotels & Travel,B,1.7,,3.3,3.7
"Cboe Global Markets, Inc",US,Diversified Financials,A,6.8,9.0,3.9,5.7
"Cellid Co, Ltd",KR,Biotechnology,B,1.7,6.0,4.9,1.6
Celltrion Pharm Inc,KR,Pharmaceuticals,B,1.8,3.2,4.6,0.4
"Celltrion, Inc",KR,Biotechnology,B,1.7,,3.7,2.8
Central China Management Co Ltd,CN,Real Estate Management & Services,B,1.6,2.1,3.3,6.0
"Chabiotech Co,Ltd",KR,Health Care Providers & Services,B,1.6,5.3,4.6,1.5
Chailease International Finance Corp,CN,Diversified Financials,A,6.5,10.0,3.9,5.8
Changchun High & New Technology Industries (Group) Inc,CN,Pharmaceuticals,B,1.5,3.8,3.7,1.9
Cheil Worldwide Inc,KR,Media & Entertainment,B,1.9,9.0,3.5,2.3
Chiba Bank Ltd (New York Branch),US,Banks,A,6.5,4.5,4.7,4.6
"China Aerospace Times Electronics CO, LTD",CN,Aerospace & Defense,B,2.5,1.2,6.3,0.8
China Construction Bank Corp (Seoul Branch),KR,Banks,A,7.0,,4.9,5.4
China Construction Bank Corporation (New York Branch),US,Banks,A,7.0,5.4,4.9,5.4
"China Construction Fangcheng Investment&Development Group Co, Ltd",CN,Construction & Engineering,B,1.7,5.0,2.2,2.2
"China Construction Fifth Engineering Division Corp, Ltd",CN,Construction & Engineering,B,1.7,5.0,2.2,2.2
China Construction First Group Corporation Limited,CN,Construction & Engineering,B,1.7,5.0,2.2,2.2
"China Construction Industrial & Energy Engineering Group Co, Ltd",CN,Construction & Engineering,B,1.7,5.0,2.2,2.2
"China Construction Science & Technology Group Co, Ltd",CN,Construction & Engineering,B,1.7,5.0,2.2,2.2
"China Construction Seventh Engineering Division Corp, Ltd",CN,Construction & Engineering,B,1.7,5.0,2.2,2.2
"China Construction Sixth Engineering Division Corp, Ltd",CN,Construction & Engineering,B,1.7,5.0,2.2,2.2
China Construction Third Engineering Bureau Group Co Ltd,CN,Construction & Engineering,B,1.7,5.0,2.2,2.2
China Development Bank (Shanghai Branch),CN,Supranationals & Development Banks,B,1.5,0.0,5.9,2.8
"China Development Bank Capital Co, Ltd",CN,Supranationals & Development Banks,B,1.5,0.0,5.9,2.8
"China Development Bank Financial Leasing Co, Ltd",CN,Diversified Financials,A,5.9,,5.9,3.3
"China Development Bank Securities Co, Ltd",CN,Supranationals & Development Banks,B,1.5,0.0,5.9,2.8
China Eastern Airlines Corporation Limited,CN,Airlines,A,6.1,5.5,5.4,2.6
China Energy Engineering Corporation Limited,CN,Construction & Engineering,B,2.1,5.7,1.1,2.7
"China Film Co, Ltd",CN,Media & Entertainment,B,2.1,7.3,3.6,2.7
China First Heavy Industries,CN,Industrial Machinery,B,2.3,5.3,6.4,0.8
